id	std_type	description	lowgrade	highgrade	sCode
699	child	"Construct a scientific explanation based on evidence for how the uneven distributions of Earth's mineral, energy, and groundwater resources are the result of past and current geoscience processes."	6	8	S2454525
700	3d	Construct a scientific explanation based on valid and reliable evidence obtained from sources (including the students' own experiments) and the assumption that theories and laws that describe the natural world operate today as they did in the past and will continue to do so in the future.	6	8	S2471511
701	3d	"Humans depend on Earth's land, ocean, atmosphere, and biosphere for many different resources. Minerals, fresh water, and biosphere resources are limited, and many are not renewable or replaceable over human lifetimes. These resources are distributed unevenly around the planet as a result of past geologic processes."	6	8	S2471598
704	child	Analyze and interpret data on natural hazards to forecast future catastrophic events and inform the development of technologies to mitigate their effects.	6	8	S2454530
706	3d	"Mapping the history of natural hazards in a region, combined with an understanding of related geologic forces can help forecast the locations and likelihoods of future events."	6	8	S2471599
707	3d	"Graphs, charts, and images can be used to identify patterns in data."	6	8	S2471495
709	child	Apply scientific principles to design a method for monitoring and minimizing a human impact on the environment.	6	8	S2454531
710	3d	"Apply scientific principles to design an object, tool, process or system."	6	8	S2471591
711	3d	"Human activities have significantly altered the biosphere, sometimes damaging or destroying natural habitats and causing the extinction of other species. But changes to Earth's environments can have different impacts (negative and positive) for different living things."	6	8	S2471600
712	3d	"Relationships can be classified as causal or correlational, and correlation does not necessarily imply causation."	6	8	S2471609
713	3d	"The uses of technologies and any limitations on their use are driven by individual or societal needs, desires, and values; by the findings of scientific research; and by differences in such factors as climate, natural resources, and economic conditions. Thus technology use varies from region to region and over time."	6	8	S2471234
714	child	Construct an argument supported by evidence for how increases in human population and per-capita consumption of natural resources impact Earth's systems.	6	8	S2454532
715	3d	Construct an oral and written argument supported by empirical evidence and scientific reasoning to support or refute an explanation or a model for a phenomenon or a solution to a problem.	6	8	S2471417
716	3d	"Typically as human populations and per-capita consumption of natural resources increase, so do the negative impacts on Earth unless the activities and technologies involved are engineered otherwise."	6	8	S2471601
717	3d	Cause and effect relationships may be used to predict phenomena in natural or designed systems.	6	8	S2471228
719	3d	Scientific knowledge can describe the consequences of actions but does not necessarily prescribe the decisions that society takes.	6	8	S2471442
720	child	Ask questions to clarify evidence of the factors that have caused the rise in global temperatures over the past century.	6	8	S2454528
721	3d	Ask questions to identify and clarify evidence of an argument.	6	8	S2471586
722	3d	"Human activities, such as the release of greenhouse gases from burning fossil fuels, are major factors in the current rise in Earth's mean surface temperature (global warming). Reducing the level of climate change and reducing human vulnerability to whatever climate changes do occur depend on the understanding of climate science, engineering capabilities, and other kinds of knowledge, such as understanding of human behavior and on applying that knowledge wisely in decisions and activities."	6	8	S2471602
723	3d	Stability might be disturbed either by sudden events or gradual changes that accumulate over time.	6	8	S2471611
724	parent	Engineering Design	6	8	S2467886
725	child	"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions."	6	8	S2454533
726	3d	"Define a design problem that can be solved through the development of an object, tool, process or system and includes multiple criteria and constraints, including scientific knowledge that may limit possible solutions."	6	8	S2471623
727	3d	"The more precisely a design task's criteria and constraints can be defined, the more likely it is that the designed solution will be successful. Specification of constraints includes consideration of scientific principles and other relevant knowledge that is likely to limit possible solutions."	6	8	S2471301
728	3d	"All human activity draws on natural resources and has both short and long-term consequences, positive as well as negative, for the health of people and the natural environment."	6	8	S2471612
729	3d	"The uses of technologies and any limitations on their use are driven by individual or societal needs, desires, and values; by the findings of scientific research; and by differences in such factors as climate, natural resources, and economic conditions."	6	8	S2471268
730	child	Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.	6	8	S2454534
731	3d	Evaluate competing design solutions based on jointly developed and agreed-upon design criteria.	6	8	S2471418
733	child	Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.	6	8	S2454535
734	3d	Analyze and interpret data to determine similarities and differences in findings.	6	8	S2471193
735	3d	There are systematic processes for evaluating solutions with respect to how well they meet the criteria and constraints of a problem.	6	8	S2471635
736	3d	Sometimes parts of different solutions can be combined to create a solution that is better than any of its predecessors.	6	8	S2471636
737	3d	"Although one design may not perform the best across all tests, identifying the characteristics of the design that performed the best in each test can provide useful information for the redesign process - that is, some of the characteristics may be incorporated into the new design."	6	8	S2471218
738	child	"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved."	6	8	S2454536
739	3d	"Develop a model to generate data to test ideas about designed systems, including those representing inputs and outputs."	6	8	S2471625
740	3d	Models of all kinds are important for testing solutions.	6	8	S2471637
741	3d	The iterative process of testing the most promising solutions and modifying what is proposed on the basis of the test results leads to greater refinement and ultimately to an optimal solution.	6	8	S2471219
742	parent	Matter and Its Interactions	9	12	S2467900
743	child	Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.	9	12	S2454537
744	3d	Use a model to predict the relationships between systems or between components of a system.	9	12	S2471652
745	3d	"Each atom has a charged substructure consisting of a nucleus, which is made of protons and neutrons, surrounded by electrons."	9	12	S2471665
748	child	"Construct and revise an explanation for the outcome of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties."	9	12	S2454541
750	3d	The periodic table orders elements horizontally by the number of protons in the atom's nucleus and places those with similar chemical properties in columns. The repeating patterns of this table reflect patterns of outer electron states.	9	12	S2471666
753	child	Plan and conduct an investigation to gather evidence to compare the structure of substances at the bulk scale to infer the strength of electrical forces between particles.	9	12	S2454538
757	child	Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.	9	12	S2454542
759	3d	A stable molecule has less energy than the same set of atoms separated; one must provide at least this energy in order to take the molecule apart.	9	12	S2471668
761	child	Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.	9	12	S2454543
762	3d	"Apply scientific principles and evidence to provide an explanation of phenomena and solve design problems, taking into account possible unanticipated effects."	9	12	S2471658
763	3d	"Chemical processes, their rates, and whether or not energy is stored or released can be understood in terms of the collisions of molecules and the rearrangements of atoms into new molecules, with consequent changes in the sum of all bond energies in the set of molecules that are matched by changes in kinetic energy."	9	12	S2471669
765	child	Refine the design of a chemical system by specifying a change in conditions that would produce increased amounts of products at equilibrium.	9	12	S2454544
766	3d	"Refine a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations."	9	12	S2471660
767	3d	The structure and interactions of matter at the bulk scale are determined by electrical forces within and between atoms.	9	12	S2471667
768	3d	"In many situations, a dynamic and condition-dependent balance between a reaction and the reverse reaction determines the numbers of all types of molecules present."	9	12	S2471670
771	child	"Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction."	9	12	S2454545
772	3d	Use mathematical representations of phenomena to support claims.	9	12	S2471656
773	3d	"The fact that atoms are conserved, together with knowledge of the chemical properties of the elements involved, can be used to describe and predict chemical reactions."	9	12	S2471671
774	3d	The total amount of energy and matter in closed systems is conserved.	9	12	S2471680
776	child	"Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay."	9	12	S2454539
778	3d	"Nuclear processes, including fusion, fission, and radioactive decays of unstable nuclei, involve release or absorption of energy. The total number of neutrons plus protons does not change in any nuclear process."	9	12	S2471672
780	parent	Motion and Stability: Forces and Interactions	9	12	S2467901
781	child	"Analyze data to support the claim that Newton's second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration."	9	12	S2454546
785	3d	Newton's second law accurately predicts changes in the motion of macroscopic objects.	9	12	S2471710
788	child	Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.	9	12	S2454547
790	3d	Momentum is defined for a particular frame of reference; it is the mass times the velocity of the object.	9	12	S2471711
792	3d	"When investigating or describing a system, the boundaries and initial conditions of the system need to be defined."	9	12	S2471726
793	child	"Apply scientific and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision."	9	12	S2454548
794	3d	"Apply scientific ideas to solve a design problem, taking into account possible unanticipated effects."	9	12	S2471700
795	3d	"If a system interacts with objects outside itself, the total momentum of the system can change; however, any such change is balanced by changes in the momentum of objects outside the system."	9	12	S2471712
800	child	Use mathematical representations of Newton's Law of Gravitation and Coulomb's Law to describe and predict the gravitational and electrostatic forces between objects.	9	12	S2454549
801	3d	Use mathematical representations of phenomena to describe explanations.	9	12	S2471698
802	3d	Theories and laws provide explanations in science.	9	12	S2471703
803	3d	Laws are statements or descriptions of the relationships among observable phenomena.	9	12	S2471704
804	3d	Newton's law of universal gravitation and Coulomb's law provide the mathematical models to describe and predict the effects of gravitational and electrostatic forces between distant objects.	9	12	S2471713
807	child	Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.	9	12	S2454550
809	3d	"Forces at a distance are explained by fields (gravitational, electric, and magnetic) permeating space that can transfer energy through space. Magnets or electric currents cause magnetic fields; electric charges or changing magnetic fields cause electric fields."	9	12	S2471714
810	3d	\”electrical energy\” may mean energy stored in a battery or energy transmitted by electric currents.	9	12	S2471716
812	child	Communicate scientific and technical information about why the molecular-level structure is important in the functioning of designed materials.	9	12	S2454540
813	3d	"Communicate scientific and technical information (e.g. about the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically)."	9	12	S2471702
814	3d	"Attraction and repulsion between electric charges at the atomic scale explain the structure, properties, and transformations of matter, as well as the contact forces between material objects."	9	12	S2471715
816	parent	Energy	9	12	S2467902
817	child	Create a computational model to calculate the change in the energy of one component in a system when the change in energy of the other component(s) and energy flows in and out of the system are known.	9	12	S2454551
820	3d	Conservation of energy means that the total change of energy in any system is always equal to the total energy transferred into or out of the system.	9	12	S2471751
822	3d	"Mathematical expressions, which quantify how the stored energy in a system depends on its configuration (e.g. relative positions of charged particles, compression of a spring) and how kinetic energy depends on mass and speed, allow the concept of conservation of energy to be used to predict and describe system behavior."	9	12	S2471753
823	3d	The availability of energy limits what can occur in any system.	9	12	S2471754
824	3d	"Models can be used to predict the behavior of a system, but these predictions have limited precision and reliability due to the assumptions and approximations inherent in models."	9	12	S2471766
826	child	Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as either motions of particles or energy stored in fields.	9	12	S2454552
828	3d	"Energy is a quantitative property of a system that depends on the motion and interactions of matter and radiation within that system. That there is a single quantity called energy is due to the fact that a system's total energy is conserved, even as, within the system, energy is continually transferred from one object to another and between its various possible forms."	9	12	S2471748
830	3d	"These relationships are better understood at the microscopic scale, at which all of the different manifestations of energy can be modeled as a combination of energy associated with the motion of particles and energy associated with the configuration (relative position of the particles). In some cases the relative position energy can be thought of as stored in fields (which mediate interactions between particles). This last concept includes radiation, a phenomenon in which energy stored in fields moves across space."	9	12	S2471750
832	child	"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy."	9	12	S2454553
833	3d	"Design, evaluate, and/or refine a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations."	9	12	S2471742
834	3d	"At the macroscopic scale, energy manifests itself in multiple ways, such as in motion, sound, light, and thermal energy."	9	12	S2471749
838	3d	Modern civilization depends on major technological systems. Engineers continuously modify these technological systems by applying scientific knowledge and engineering design practices to increase benefits while decreasing costs and risks.	9	12	S2471769
839	child	Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).	9	12	S2454554
841	3d	"Energy cannot be created or destroyed, but it can be transported from one place to another and transferred between systems."	9	12	S2471752
842	3d	"Uncontrolled systems always evolve toward more stable states - that is, toward more uniform energy distribution (e.g., water flows downhill, objects hotter than their surrounding environment cool down)."	9	12	S2471755
843	3d	"Although energy cannot be destroyed, it can be converted to less useful forms - for example, to thermal energy in the surrounding environment."	9	12	S2471757
844	3d	"When investigating or describing a system, the boundaries and initial conditions of the system need to be defined and their inputs and outputs analyzed and described using models."	9	12	S2471765
845	child	Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.	9	12	S2454555
847	3d	"When two objects interacting through a field change relative position, the energy stored in the field is changed."	9	12	S2471756
849	parent	Waves and Their Applications in Technologies for Information Transfer	9	12	S2467903
850	child	"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media."	9	12	S2454556
851	3d	Use mathematical representations of phenomena or design solutions to describe and/or support claims and/or explanations.	9	12	S2471782
852	3d	"The wavelength and frequency of a wave are related to one another by the speed of travel of the wave, which depends on the type of wave and the medium through which it is passing."	9	12	S2471794
854	child	Evaluate questions about the advantages of using a digital transmission and storage of information.	9	12	S2454557
855	3d	"Evaluate questions that challenge the premise(s) of an argument, the interpretation of a data set, or the suitability of a design."	9	12	S2471780
857	3d	Systems can be designed for greater or lesser stability.	9	12	S2471810
860	child	"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other."	9	12	S2454558
863	3d	"[From the 3-5 grade band endpoints] Waves can add or cancel one another as they cross, depending on their relative phase (i.e., relative position of peaks and troughs of the waves), but they emerge unaffected by each other. (Boundary: The discussion at this grade level is qualitative only; it can be based on the fact that two different sounds can pass a location in different directions without getting mixed up.)"	9	12	S2471796
864	3d	"Electromagnetic radiation (e.g., radio, microwaves, light) can be modeled as a wave of changing electric and magnetic fields or as particles called photons. The wave model is useful for explaining many features of electromagnetic radiation, and the particle model explains other features."	9	12	S2471797
866	child	Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.	9	12	S2454559
867	3d	"Evaluate the validity and reliability of multiple claims that appear in scientific and technical texts or media reports, verifying the data when possible."	9	12	S2471786
868	3d	"When light or longer wavelength electromagnetic radiation is absorbed in matter, it is generally converted into thermal energy (heat). Shorter wavelength electromagnetic radiation (ultraviolet, X-rays, gamma rays) can ionize atoms and cause damage to living cells."	9	12	S2471798
869	3d	Cause and effect relationships can be suggested and predicted for complex natural and human designed systems by examining what is known about smaller scale mechanisms within the system.	9	12	S2471764
870	child	Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy.	9	12	S2454560
871	3d	"Communicate technical information or ideas (e.g. about phenomena and/or the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically)."	9	12	S2471787
872	3d	Solar cells are human-made devices that likewise capture the sun's energy and produce electrical energy.	9	12	S2471793
873	3d	"Information can be digitized (e.g., a picture stored as the values of an array of pixels); in this form, it can be stored reliably in computer memory and sent over long distances as a series of wave pulses."	9	12	S2471795
874	3d	Photoelectric materials emit electrons when they absorb light of a high-enough frequency.	9	12	S2471799
875	3d	"Multiple technologies based on the understanding of waves and their interactions with matter are part of everyday experiences in the modern world (e.g., medical imaging, communications, scanners) and in scientific research. They are essential tools for producing, transmitting, and capturing signals and for storing and interpreting the information contained in them."	9	12	S2471800
876	3d	Systems can be designed to cause a desired effect.	9	12	S2471725
877	3d	Science and engineering complement each other in the cycle known as research and development (R&D).	9	12	S2471811
879	parent	From Molecules to Organisms: Structures and Processes	9	12	S2467904
880	child	Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.	9	12	S2454562
882	3d	Systems of specialized cells within organisms help them perform the essential functions of life.	9	12	S2471833
883	3d	"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells."	9	12	S2471834
884	3d	"Investigating or designing new systems or structures requires a detailed examination of the properties of different materials, the structures of different components, and connections of components to reveal its function and/or solve a problem."	9	12	S2471727
885	child	Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.	9	12	S2454563
886	3d	Develop and use a model based on evidence to illustrate the relationships between systems or between components of a system.	9	12	S2471736
887	3d	"Multicellular organisms have a hierarchical structural organization, in which any one system is made up of numerous parts and is itself a component of the next level."	9	12	S2471835
889	child	Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.	9	12	S2454564
891	3d	"Scientific inquiry is characterized by a common set of values that include: logical thinking, precision, open-mindedness, objectivity, skepticism, replicability of results, and honest and ethical reporting of findings."	9	12	S2471829
892	3d	"Feedback mechanisms maintain a living system's internal conditions within certain limits and mediate behaviors, allowing it to remain alive and functional even as external conditions change within some range. Feedback mechanisms can encourage (through positive feedback) or discourage (negative feedback) what is going on inside the living system."	9	12	S2471836
894	child	Use a model to illustrate the role of cellular division (mitosis) and differentiation in producing and maintaining complex organisms.	9	12	S2454577
896	3d	"In multicellular organisms individual cells grow and then divide via a process called mitosis, thereby allowing the organism to grow. The organism begins as a single cell (fertilized egg) that divides successively to produce many cells, with each parent cell passing identical genetic material (two variants of each chromosome pair) to both daughter cells. Cellular division and differentiation produce and maintain a complex organism, composed of systems of tissues and organs that work together to meet the needs of the whole organism."	9	12	S2471837
898	child	Use a model to illustrate how photosynthesis transforms light energy into stored chemical energy.	9	12	S2454565
900	3d	The process of photosynthesis converts light energy to stored chemical energy by converting carbon dioxide plus water into sugars plus released oxygen.	9	12	S2471838
902	child	"Construct and revise an explanation based on evidence for how carbon, hydrogen, and oxygen from sugar molecules may combine with other elements to form amino acids and/or other large carbon-based molecules."	9	12	S2454566
904	3d	"The sugar molecules thus formed contain carbon, hydrogen, and oxygen: their hydrocarbon backbones are used to make amino acids and other carbon-based molecules that can be assembled into larger molecules (such as proteins or DNA), used for example to form new cells."	9	12	S2471839
906	3d	"Changes of energy and matter in a system can be described in terms of energy and matter flows into, out of, and within that system."	9	12	S2471681
907	child	Use a model to illustrate that cellular respiration is a chemical process whereby the bonds of food molecules and oxygen molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.	9	12	S2454567
909	3d	"As matter and energy flow through different organizational levels of living systems, chemical elements are recombined in different ways to form different products."	9	12	S2471840
910	3d	"As a result of these chemical reactions, energy is transferred from one system of interacting molecules to another. Cellular respiration is a chemical process in which the bonds of food molecules and oxygen molecules are broken and new compounds are formed that can transport energy to muscles. Cellular respiration also releases the energy needed to maintain body temperature despite ongoing energy transfer to the surrounding environment."	9	12	S2471841
912	parent	"Ecosystems: Interactions, Energy, and Dynamics"	9	12	S2467905
913	child	Use mathematical and/or computational representations to support explanations of factors that affect carrying capacity of ecosystems at different scales.	9	12	S2454570
914	3d	Use mathematical and/or computational representations of phenomena or design solutions to support explanations.	9	12	S2471862
917	child	Use mathematical representations to support and revise explanations based on evidence about factors affecting biodiversity and populations in ecosystems of different scales.	9	12	S2454571
918	3d	Use mathematical representations of phenomena or design solutions to support and revise explanations.	9	12	S2471863
920	3d	"Ecosystems have carrying capacities, which are limits to the numbers of organisms and populations they can support. These limits result from such factors as the availability of living and nonliving resources and from such challenges such as predation, competition, and disease. Organisms would have the capacity to produce populations of great size were it not for the fact that environments and resources are finite. This fundamental tension affects the abundance (number of individuals) of species in any given ecosystem."	9	12	S2471880
922	3d	Using the concept of orders of magnitude allows one to understand how a model at one scale relates to a model at another scale.	9	12	S2471898
923	child	Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.	9	12	S2467924
924	3d	"Construct and revise an explanation based on valid and reliable evidence obtained from a variety of sources (including students' own investigations, models, theories, simulations, peer review) and the assumption that theories and laws that describe the natural world operate today as they did in the past and will continue to do so in the future."	9	12	S2471659
925	3d	"Most scientific knowledge is quite durable, but is, in principle, subject to change based on new evidence and/or reinterpretation of existing evidence."	9	12	S2471871
926	3d	Photosynthesis and cellular respiration (including anaerobic processes) provide most of the energy for life processes.	9	12	S2471881
928	child	Use a mathematical representation to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.	9	12	S2454568
929	3d	Use mathematical representations of phenomena or design solutions to support claims.	9	12	S2471864
930	3d	"Plants or algae form the lowest level of the food web. At each link upward in a food web, only a small fraction of the matter consumed at the lower level is transferred upward, to produce growth and release energy in cellular respiration at the higher level. Given this inefficiency, there are generally fewer organisms at higher levels of a food web. Some matter reacts to release energy for life functions, some matter is stored in newly made structures, and much is discarded. The chemical elements that make up the molecules of organisms pass through food webs and into and out of the atmosphere and soil, and they are combined and recombined in different ways. At each link in an ecosystem, matter and energy are conserved."	9	12	S2471882
932	child	"Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere."	9	12	S2454569
933	3d	Use a model based on evidence to illustrate the relationships between systems or between components of a system.	9	12	S2471823
934	3d	"Photosynthesis and cellular respiration are important components of the carbon cycle, in which carbon is exchanged among the biosphere, atmosphere, oceans, and geosphere through chemical, physical, geological, and biological processes."	9	12	S2471883
935	3d	The main way that solar energy is captured and stored on Earth is through the complex chemical process known as photosynthesis.	9	12	S2471889
937	child	"Evaluate the claims, evidence, and reasoning that the complex interactions in ecosystems maintain relatively consistent numbers and types of organisms in stable conditions, but changing conditions may result in a new ecosystem."	9	12	S2454572
938	3d	"Evaluate the claims, evidence, and reasoning behind currently accepted explanations or solutions to determine the merits of arguments."	9	12	S2471784
940	3d	"A complex set of interactions within an ecosystem can keep its numbers and types of organisms relatively constant over long periods of time under stable conditions. If a modest biological or physical disturbance to an ecosystem occurs, it may return to its more or less original status (i.e., the ecosystem is resilient), as opposed to becoming a very different ecosystem. Extreme fluctuations in conditions or the size of any population, however, can challenge the functioning of ecosystems in terms of resources and habitat availability."	9	12	S2471884
943	child	"Design, evaluate, and refine a solution for reducing the impacts of human activities on the environment and biodiversity."	9	12	S2454573
944	3d	"Design, evaluate, and refine a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations."	9	12	S2471867
945	3d	"Moreover, anthropogenic changes (induced by human activity) in the environment - including habitat destruction, pollution, introduction of invasive species, overexploitation, and climate change - can disrupt an ecosystem and threaten the survival of some species."	9	12	S2471885
946	3d	Biodiversity is increased by the formation of new species (speciation) and decreased by the loss of species (extinction).	9	12	S2471887
950	child	Evaluate the evidence for the role of group behavior on individual and species' chances to survive and reproduce.	9	12	S2454574
951	3d	Evaluate the evidence behind currently accepted explanations to determine the merits of arguments.	9	12	S2471870
952	3d	Scientific argumentation is a mode of logical discourse used to clarify the strength of relationships between ideas and evidence that may result in revision of an explanation.	9	12	S2471872
953	3d	Group behavior has evolved because membership can increase the chances of survival for individuals and their genetic relatives.	9	12	S2471886
955	parent	Heredity: Inheritance and Variation of Traits	9	12	S2467906
956	child	Ask questions to clarify relationships about the role of DNA and chromosomes in coding the instructions for characteristic traits passed from parents to offspring.	9	12	S2454578
957	3d	Ask questions that arise from examining models or a theory to clarify relationships.	9	12	S2471910
958	3d	All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins.	9	12	S2471918
959	3d	"Each chromosome consists of a single very long DNA molecule, and each gene on the chromosome is a particular segment of that DNA. The instructions for forming species' characteristics are carried in DNA. All cells in an organism have the same genetic content, but the genes used (expressed) by the cell may be regulated in different ways. Not all DNA codes for a protein; some segments of DNA are involved in regulatory or structural functions, and some have no as-yet known function."	9	12	S2471919
961	child	"Make and defend a claim based on evidence that inheritable genetic variations may result from: (1) new genetic combinations through meiosis, (2) viable errors occurring during replication, and/or (3) mutations caused by environmental factors."	9	12	S2454579
962	3d	"Make and defend a claim based on evidence about the natural world that reflects scientific knowledge, and student-generated evidence."	9	12	S2471914
963	3d	"In sexual reproduction, chromosomes can sometimes swap sections during the process of meiosis (cell division), thereby creating new genetic combinations and thus more genetic variation. Although DNA replication is tightly regulated and remarkably accurate, errors do occur and result in mutations, which are also a source of genetic variation. Environmental factors can also cause mutations in genes, and viable mutations are inherited."	9	12	S2471920
966	child	Apply concepts of statistics and probability to explain the variation and distribution of expressed traits in a population.	9	12	S2454580
968	3d	"Environmental factors also affect expression of traits, and hence affect the probability of occurrences of traits in a population. Thus the variation and distribution of traits observed depends on both genetic and environmental factors."	9	12	S2471921
970	3d	Technological advances have influenced the progress of science and science has influenced advances in technology.	9	12	S2471927
971	3d	Science and engineering are influenced by society and society is influenced by science and engineering.	9	12	S2471928
972	parent	Biological Evolution: Unity and Diversity	9	12	S2467907
973	child	Communicate scientific information that common ancestry and biological evolution are supported by multiple lines of empirical evidence.	9	12	S2454582
974	3d	"Communicate scientific information (e.g., about phenomena and/or the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically)."	9	12	S2471947
976	3d	"Genetic information provides evidence of evolution. DNA sequences vary among species, but there are many overlaps; in fact, the ongoing branching that produces multiple lines of descent can be inferred by comparing the DNA sequences of different organisms. Such information is also derivable from the similarities and differences in amino acid sequences and from anatomical and embryological evidence."	9	12	S2471954
979	child	"Construct an explanation based on evidence that the process of evolution primarily results from four factors: (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of those organisms that are better able to survive and reproduce in the environment."	9	12	S2454583
982	3d	"Evolution is a consequence of the interaction of four factors: (1) the potential for a species to increase in number, (2) the genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for an environment's limited supply of the resources that individuals need in order to survive and reproduce, and (4) the ensuing proliferation of those organisms that are better able to survive and reproduce in that environment."	9	12	S2471957
984	child	Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.	9	12	S2454584
985	3d	"Apply concepts of statistics and probability (including determining function fits to data, slope, intercept, and correlation coefficient for linear fits) to scientific and engineering questions and problems, using digital tools when feasible."	9	12	S2471912
986	3d	"Natural selection occurs only if there is both (1) variation in the genetic information between organisms in a population and (2) variation in the expression of that genetic information - that is, trait variation - that leads to differences in performance among individuals."	9	12	S2471955
987	3d	"The traits that positively affect survival are more likely to be reproduced, and thus are more common in the population."	9	12	S2471956
989	3d	Adaptation also means that the distribution of traits in a population can change when conditions change.	9	12	S2471959
990	3d	Different patterns may be observed at each of the scales at which a system is studied and can provide evidence for causality in explanations of phenomena.	9	12	S2471678
991	child	Construct an explanation based on evidence for how natural selection leads to adaptation of populations.	9	12	S2454585
993	3d	"Natural selection leads to adaptation, that is, to a population dominated by organisms that are anatomically, behaviorally, and physiologically well suited to survive and reproduce in a specific environment. That is, the differential survival and reproduction of organisms in a population that have an advantageous heritable trait leads to an increase in the proportion of individuals in future generations that have the trait and to a decrease in the proportion of individuals that do not."	9	12	S2471958
996	child	"Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species."	9	12	S2454586
999	3d	"Species become extinct because they can no longer survive and reproduce in their altered environment. If members cannot adjust to change that is too fast or drastic, the opportunity for the species' evolution is lost."	9	12	S2471961
1001	child	Create or revise a simulation to test a solution to mitigate adverse impacts of human activity on biodiversity.	9	12	S2454575
1002	3d	"Create or revise a simulation of a phenomenon, designed device, process, or system."	9	12	S2471941
1003	3d	"Changes in the physical environment, whether naturally occurring or human induced, have thus contributed to the expansion of some species, the emergence of new distinct species as populations diverge under different conditions, and the decline-and sometimes the extinction-of some species."	9	12	S2471960
1004	3d	"Humans depend on the living world for the resources and other benefits provided by biodiversity. But human activity is also having adverse impacts on biodiversity through overpopulation, overexploitation, habitat destruction, pollution, introduction of invasive species, and climate change. Thus sustaining biodiversity so that ecosystem functioning and productivity are maintained is essential to supporting and enhancing life on Earth. Sustaining biodiversity also aids humanity by preserving landscapes of recreational or inspirational value."	9	12	S2471888
1008	parent	Earth's Place in the Universe	9	12	S2467908
1009	child	Develop a model based on evidence to illustrate the life span of the sun and the role of nuclear fusion in the sun's core to release energy that eventually reaches Earth in the form of radiation.	9	12	S2454587
1011	3d	The star called the sun is changing and will burn out over a lifespan of approximately 10 billion years.	9	12	S2472000
